"Data Source","World Development Indicators",

"Last Updated Date","2022-09-16",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021",
"Early-demographic dividend","EAR","Adjusted savings: education expenditure (current US$)","NY.ADJ.AEDU.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"East Asia & Pacific","EAS","Adjusted savings: education expenditure (current US$)","NY.ADJ.AEDU.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Europe & Central Asia (excluding high income)","ECA","Adjusted savings: education expenditure (current US$)","NY.ADJ.AEDU.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Europe & Central Asia","ECS","Adjusted savings: education expenditure (current US$)","NY.ADJ.AEDU.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Ecuador","ECU","Adjusted savings: education expenditure (current US$)","NY.ADJ.AEDU.CD","","","","","","","","","","","45332642.656","46214553.414","134361523.384344","161523929.082411","275163476.921178","328393240.4596","382967792.017453","227429001.366","244725038.397","589094639.934893","569848311.483","965991392.475514","868712225.791206","746302926.031136","679786406.428","836658508.608","956200165.085","1249934627.709","1029314553.70133","966895692.437702","943921400.230479","910677338.273577","814186090.782402","679191179.969628","602221804.627726","470168444.22","629277518.766","860813056.820636","643459473.744","282403951.9686","201821922.7568","336920897.999999","469494344.159997","615714754.009994","785386801.839991","1004196564.13999","1259284308.79998","1503482029.20002","2013698458.20002","2210818511.00001","2660483912.4","3122713720","3402885763.2","3680921473.2","3930000000","3831799400.1","3852525512.7","4008600000","4126500000","4126500000","3772154379.6","",
"Egypt, Arab Rep.","EGY","Adjusted savings: education expenditure (current US$)","NY.ADJ.AEDU.CD","","","","","","","","","","","353592628.061863","375587860.252","406169596.712","442387919.20488","437275711.632","546633932.496","570855213.5","600959129.96","580097786.541","661111285.731","747776880.335","675545675.673","1164203196.435","1454400459.85","1410212301.59624","1580868764.55745","1654730455.73421","1520695057.278","1356096758.445","1530620118.807","1379276658.5975","1279455240.694","1514494314.792","1591241869.402","1980316168.934","2479919647.46","2926860230.183","3473697839.524","3779664481.41345","4023912795.74921","4411125600","4312145945.91606","3760125835.50523","3536896154.10567","3466075797.00054","3941202459.38241","4764015648","5822685792","7234245984","8337027384","9483920040","10145588880","12042372888","12395262936","13145154288","14292046944","14468491968","10189700136","10719035208","12880486752","15615384624","",
"Euro area","EMU","Adjusted savings: education expenditure (current US$)","NY.ADJ.AEDU.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Eritrea","ERI","Adjusted savings: education expenditure (current US$)","NY.ADJ.AEDU.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7112007.37309251","8421708.8664","9573989.6106","14053575","10973375.2416","9287915.60863613","23994683.5456","25229203.50489","21006429.0757526","17353026.4515439","10172436.7886529","18932828.9876","24718968.1352","21671173.0329998","20682302.3852","22544844.2376","23537076.5992","31657177.92","27002064.5356","35113028.7692","","","","","","","","","","",
"Spain","ESP","Adjusted savings: education expenditure (current US$)","NY.ADJ.AEDU.CD","","","","","","","","","","","526123287.378","645496608.386","878332319.445","1093004066.252","1260330314.399","2693857506","1989000000","2358000000","3021000000","4452000000","5434975670","4702435471","4537023168","3946264943","3993525601","4206198562","5860321592","9135000000","11130000000","12710000000","17523000000","19414000000","22428000000","20840000000","22317000000","25620000000","27262000000","25810762560","25051000000","24593900000","22830500000","23707700000","26625400000","33944400000","40492000000","43548000000","47120000000","55440000000","64780000000","64824000000","61740000000","64525000000","53710000000","55305011321.2287","55840441807.7354","48687392699.814","49631234659.6466","52298952263.7034","56690467339.2815","55892010052.8128","51500494977.2346","",
"Estonia","EST","Adjusted savings: education expenditure (current US$)","NY.ADJ.AEDU.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","271953471.66671","279831344.923565","344751884.3496","470646449.6404","536566418.388","616360633.9912","710028320.244852","880034457.9825","1238099545.9","997507265.8901","1011897567.1416","1059458099.7033","967336617.726","1053425543.74107","1060440631.32086","1078554438.21308","1153152400.00865","1211869939.02759","1386553506.81981","1420711285.67653","1412822831.50552","",
"Ethiopia","ETH","Adjusted savings: education expenditure (current US$)","NY.ADJ.AEDU.CD","","","","","","","","","","","","","","","","","","","","","","175217767.314407","123182171.984","153978556.518","137305352.803","188954007.72","176711804.352","199120126.673","206042581.163","227924934.3","242162393.24","267808242.52","285376962.998397","165954182.768","143817664.284","303643635.85519","238122057.012","237783445.536","265634772.315009","175911891.944","198828999.0891","194685653.0052","181674937.4528","226348020.941397","298002638.586394","404965356.862001","547204382.6049","727734656.2338","1034717674.5458","1017226179.7626","882837017.8688","1166927746.9284","1573008855.8184","1369193179.7088","1579024793.25349","1977699777.39806","2276755204.47052","2499076879.79369","2579223080.1569","2930663015.01442","3289667167.20639","",
"European Union","EUU","Adjusted savings: education expenditure (current US$)","NY.ADJ.AEDU.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Fragile and conflict affected situations","FCS","Adjusted savings: education expenditure (current US$)","NY.ADJ.AEDU.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Finland","FIN","Adjusted savings: education expenditure (current US$)","NY.ADJ.AEDU.CD","","","","","","","","","","","561940032.57","619523263.688","668861442.495","883122164.325","1076799333.538","1451258272.191","1630770632.403","1775715781.85347","1922612375.41878","2007434887.785","2421519214.23","2405908757.248","2364313543.83","2329107374.046","2365315082.1","2668506999.216","3594320632.161","4564157649.15","5341000000","5733000000","7228000000","7812000000","7236000000","6463278592.728","6845112286.824","8840000000","8772000000","8707714625","8430323172","7437000000","6750000000","7030500000","7770000000","9627361117.83086","11183800000","11577200000","11979300000","13621000000","15504000000","15385600000","15296400000","16615200000","17550000000","18189687676.0895","18233096552.2895","14999913067.4409","15058497426.7932","14762306288.1612","16035917026.7476","15630677246.2883","15862242835.1222","",
"Fiji","FJI","Adjusted savings: education expenditure (current US$)","NY.ADJ.AEDU.CD","","","","","","","","","","","7787687.7205","9673564.8296","12237831.8711522","16831271.2705381","23366926.2666","29407969.338","32107848.1679","36928275.5608","40524660.2909662","50320473.85","58270255.6599885","67363093.82","70360492.6868763","72254061.33","64407855.5356145","63338271.855244","71808559.5608371","65360298.7377636","61322030.2250451","54676092.076","58887214.6747346","61382582.5020519","67692071.3920952","72234978.8896335","79440103.6817019","88183110.4359215","95930907.2650724","93736681.1935207","72951524.0061024","89971424.607495","86390617.4603701","86649927.1655482","102177998.077254","132780502.204984","162772856.3394","174820690.206342","164109509.487115","175848149.806371","175093481.412816","139159336.689258","141157802.734331","161343115.9578","159996796.161289","162481822.454318","183181813.335936","173952591.641679","184236166.965169","194996910.355466","206515613.601298","199555288.881155","168290680.254772","",
"France","FRA","Adjusted savings: education expenditure (current US$)","NY.ADJ.AEDU.CD","","","","","","","","","","","4321000000","4676000000","6120000000","7685000000","10296000000","14118000000","14547000000","16440000000","20320000000","24680000000","28240000000","27236000000","26956000000","25668000000","24769000000","25944000000","34875000000","41448000000","44290000000","43260000000","54610000000","57150000000","62040000000","66500000000","72800000000","86940000000","87480000000","78796975950","77456375237.9501","76760000000","67418120968.6282","68320000000","74141000000","96534000000","108145000000","109716000000","114696000000","132248000000","145424000000","140800000000","137700000000","145530000000","137274000000","141098706106.184","144202568738.658","122891622698.477","124196378111.151","130418395096.645","140261292839.788","137308423516.845","131402684870.96","",
"Faroe Islands","FRO","Adjusted savings: education expenditure (current US$)","NY.ADJ.AEDU.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Micronesia, Fed. Sts.","FSM","Adjusted savings: education expenditure (current US$)","NY.ADJ.AEDU.CD","","","","","","","","","","","","","","","","","","","","","","","","26228001.3","","","","","","","","","","51510849.4","52763177.39","54975733.77354","54060778.21828","49414475.97357","51876009.33882","53406614.05973","56555013.88425","58130867.81461","58306713.56747","58878153.19219","58380364.63058","61111928.26507","61927524.59018","63124561.11798","63885811.13409","70120159.78544","72660353.52576","75814471.52714","80954639.94768","80977867.08757","81437778.63469","88809430.1316","91443619.35766","98427001.92001","97397422.91042","107359266.75193","107861733.82188","",
"Gabon","GAB","Adjusted savings: education expenditure (current US$)","NY.ADJ.AEDU.CD","","","","","","","","","","","8293320.2376","9658391.7888","10852381.6524","17964532.6227","38283844.212","54122733.549","76429220.436","71764174.908","58389797.565","72056137.275","104112771.147","95428040.274","89231412.24","83600470.764","90109850.895","83602929.951","85239956.043","82050249.78","96034819.833","106702239.573","144081430.047","130929186.78","131338107.18","100064805.708743","98656378.7623856","114702543.842684","131735800.532766","123168696.9379","134922317.3","125278755.3126","131574252.3408","134442675.3492","148545726.9732","177393359.2518","201252832.8984","263919213.8154","274389534.8784","325112081.751","410244800.445","328529606.8266","382024594.116","480763466.6706","472983330.9906","486263744.7912","528041259.8226","403574796.8406","395807184.5472","427963330.2888","482102153.9712","474640706.061","443802600.3006","",
"United Kingdom","GBR","Adjusted savings: education expenditure (current US$)","NY.ADJ.AEDU.CD","","","","","","","","","","","6378522282","7040000000","8235000000","9984000000","10575000000","15219000000","14906000000","16016000000","18928000000","23550000000","30050000000","29692000000","27150000000","25382000000","22983000000","23552000000","28440000000","34188000000","41624000000","39984000000","47040000000","50310000000","54900000000","57200000000","62400000000","66300000000","68500000000","82071725120","66064953196.4711","63558968233.5456","63345118936.6151","62184478417.0778","76644093465.022","92976594280.8851","105373043338.189","122034000000","127568000000","148320000000","139971000000","119295000000","136950000000","138020000000","141493999999.999","147675000000","167281833033.296","158948015239.868","142842104180.162","141747843273.161","152405575850.09","152405575850.09","144945163046.239","",
"Georgia","GEO","Adjusted savings: education expenditure (current US$)","NY.ADJ.AEDU.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","150629508.207","140754742.251","110022000.041835","129238398.227478","155486122.18599","162594855.032825","118664830.542029","116966455.701853","114419368.07328","111880392.321365","121517418.503182","145056708.2709","171035768.024999","197323507.020527","239762894.54177","280369022.576226","220285910.947512","229355013.828427","258395129.9776","287161654.3488","296955147.192","306190780.4032","257228409.8912","254150310.6208","271875996.8496","297704117.3744","293908272.504","265896085.928","",
"Ghana","GHA","Adjusted savings: education expenditure (current US$)","NY.ADJ.AEDU.CD","","","","","","","","","","","82181608.7054926","90160051.188","83411184.28","102511068.414997","100630434.8","117086170.194","126266101.684","146188000","115342980.353756","84128632.476","115085062.248","71562088.863","72458823.528","65870993.5221003","61102968.038","110624228.775","184842168.126","157976380.96","152000045.28","159150927.807","161749434.056","184417091.90575","179655692.934878","166731778.822012","151909484.82757","180347994.021446","193429171.92689","192467068.382087","208747875.020921","280720082.362608","221623710.447061","283772111.067","357182648.156674","476671219.050512","594798438.4855","679266078.656","881582611.2128","1083771458.8952","1430958656.6535","1237997465.2359","1481834228.706","3110127133.2864","3130078988.5548","3566639874.164","2203629880.54861","2033900265.77296","2290275010.16535","2437556104.39898","2727802143.87894","2781155593.73981","3003950941.03451","",
"Gibraltar","GIB","Adjusted savings: education expenditure (current US$)","NY.ADJ.AEDU.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Guinea","GIN","Adjusted savings: education expenditure (current US$)","NY.ADJ.AEDU.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","25728632.202","26842732.574","31543343.58","40806274.5458501","45419063.3391145","59832127.278","66016035.666","67111710.981","68978090.9912178","68648671.392","75601267.7599364","73455697.207215","69375306.4112345","59190644.3625","55814731.7615","55670095.8359","70021628.088","73942873.8972","69287554.7428748","48007686.8847365","64957374.0061827","80993389.0165035","72200866.1808431","220691343.9079","248692333.3519","215516608.4376","193914483.5532","244723633.0415","186341827.905065","194077341.261202","191764254.425547","210038417.414178","247748978.680537","244715749.84533","273011388.494798","",
"Gambia, The","GMB","Adjusted savings: education expenditure (current US$)","NY.ADJ.AEDU.CD","","","","","","","","","","","1159218.53428611","1198042.73336","1438559.936","2142766.79986","2556863.22978","2639880.9728","2944805.7678","4052095.5077","4636834.21198184","5536199.83274881","6586940.82206074","5806435.3335","6846422.29845648","6521606.99217188","6694602.19865048","9286063.0971","6211796.6505","5882139.92987513","5578745.82910831","5345349.174","8747251.809","21445571.8144","8347897.254","21526749.7336761","23935646.2345918","12330129.104","13314136.6112","12478034.2352","24726847.5735565","11080400.31963","9935390.27844","9293206.7624963","8247482.49888753","7469764.65699751","16048681.4756402","18107189.3348502","19525880.2455752","24998668.6874377","32106040.1948","28300726.5537","37229300.7414","36787983.6501","33812222.3836","35801976.2296","31933050.0132","35780374.7154","38749687.0166","39277842.0664","43663140.7562","47409255.6238","48867442.7794","",
"Guinea-Bissau","GNB","Adjusted savings: education expenditure (current US$)","NY.ADJ.AEDU.CD","","","","","","","","","","","2032110.14614066","2027114.94778054","2263605.62025027","2306744.59574304","2549386.30143305","2876181.73340823","2710285.77621808","2818002.07459404","2994835.60721151","3972489.467","4190375.052","5510852.7264","5219945.792","5133839.57112706","4280505.32721059","4848811.48666058","3863970.12470826","4854110.59975003","4446575.70269531","5674406.87452767","6467136.26498826","6527852.12988531","5670852.55256472","5785866.40751413","5665957.73154589","5908377.07018059","6171064.76575058","6084953.20854416","4507954.48512003","4812358.12241","7916691.34563272","8003533.63679183","8351545.59309094","9137735.55668177","9790154.94318543","10324041.37626","10039171.5123891","11289713.0906863","13206611.7905454","11992634.3972564","11678098.7589","14381408.444","13726259.19216","11902214.3592","12670688.0272","12456213.3768","14021406.272","15694018.4848","16860600.9744","17052214.4144","16892558.1972","",
"Equatorial Guinea","GNQ","Adjusted savings: education expenditure (current US$)","NY.ADJ.AEDU.CD","","","","","","","","","","","1002921.42855","980552.47665","978824.04195","1221112.25535","1417858.443","1570470.4995","1560782.028","1565796.0555","","","731999.01015","452201.90385","518172.3171","608055.1506","708941.7594","868772.8134","1062379.62735","1320612.4446","1402566.8193","1231310.170968","1841911.78402","1891160.84976","2366625.11210001","2376800.9808","1496125.606986","1935323.25584","3111557.29098","6507875.05032001","4936391.5359","6763044.47909995","6082262.2467","5582356.12014997","8213804.305","9242053.638","14814603.01","41730136.95","79395326.09","104507464.74","146368321.23","99388504.07","95784558.59","138192195.56","148442320.59","150038619.75","147963867.4","99450176.98","87099383.27","89835311.17","100269803.79","83299168.24","74545293.09","",
"Greece","GRC","Adjusted savings: education expenditure (current US$)","NY.ADJ.AEDU.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8308000000","9610000000","10664000000","10013000000","8990000000","8525000000","7564000000","7409000000","7347000000","6045000000","5952000000","6138000000","6510000000","6293000000","5828000000","",
"Grenada","GRD","Adjusted savings: education expenditure (current US$)","NY.ADJ.AEDU.CD","","","","","","","","","","","","","","","","","","3509909.9445","4255204.33569","4966990.81347693","5410675.45533077","5555191.96615385","6071655.0739154","6481745.56226154","7216140.72363847","8399364.92898464","9479961.77414616","10931349.3315231","12159025.3750154","13722589.3660616","14273739.0894846","15869125.9998","16460463.9996","16272257.9994","17080038","17751316.0014","18981617.9976","20263291.9974","22823593.9974","23104465.07928","23050440.9322803","21123888.5648701","20103804.08904","20269718.055","20022195.8325","25015805.55375","25118093.055","26909680.55625","29372412.49875","26558674.99875","27417586.11","28008120.8325","28709998.6125","30488306.94375","31074626.38875","33002690.27625","36173140.27875","37652055.5625","39483822.225","41082811.125","39494955.5625","",
"Greenland","GRL","Adjusted savings: education expenditure (current US$)","NY.ADJ.AEDU.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Guatemala","GTM","Adjusted savings: education expenditure (current US$)","NY.ADJ.AEDU.CD","","","","","","","","","","","31718600","34972200","33377726.6304","40969996.0812672","50552876.6483328","58125662.0928","64819503","88558059.6697344","98282202.5305344","103579503","127207830.4512","138365676.320602","111844196.1","123044104.510992","127533675.608748","131500802.326731","96614165.3552597","95065823.9452032","105531903.323364","113324593.51358","89453102.604","111639572.868","133897948.145","180504679.136","179945297.952","217444566.39","231674034.18","275292990.543855","301337437.65795","312001213.466804","357998206.377722","371969233.948021","439598780.171865","497063570.061354","577355384.380086","695875984.201565","813791107.248","955574915.0608","1094438967.005","1050043280.6058","1141710787.008","1344397941.6985","1427927432.0556","1469999292.7184","1670630206.67009","1813044949.14992","1895243897.25879","2020678259.87718","2121770181.59464","2332965786.30785","2351993001.37855","",
"Guam","GUM","Adjusted savings: education expenditure (current US$)","NY.ADJ.AEDU.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Guyana","GUY","Adjusted savings: education expenditure (current US$)","NY.ADJ.AEDU.CD","","","","","","","","","","","9615450","9769850","10710297.7697241","15765428.574","16039379.9404103","18760625.0013","25199063.65488","28341000","28193986.31376","34472397.24","32878535.132245","39612857.1462","31524997.5","35252002.8","29522366.2899","31175583.2802","23762700.5592084","14964807.4857716","18195042.0444987","14613438.3585298","16493899.6125944","12175629.946793","15011131.0749214","20676054.1003984","14195893.7484","16606395.1522","21835912.9809805","22584875.3652079","36463213.4759347","37912097.5096609","44111914.8449911","47174270.433191","51543528.59904","45613128.7003469","40442932.5668","62504037.52698","110457173.056","94377318.2027","99493568.0030494","98871611.0194","116464421.8114","115616536.9852","119342042.2372","122533198.6056","121305989.5028","125692488.2548","130760001.262","138311554.152","138989121.8144","149712092.7488","134630011.728","",
"High income","HIC","Adjusted savings: education expenditure (current US$)","NY.ADJ.AEDU.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Hong Kong SAR, China","HKG","Adjusted savings: education expenditure (current US$)","NY.ADJ.AEDU.CD","","","","","","","","","","","79483985.592738","91210523.5091444","110431419.709077","156568712.54958","199095908.335409","217633764.394102","286911972.239408","326674360.272235","382397504.960466","461179816.47616","549331024.231874","616775452.007556","491991145.258603","684786865.461738","779954329.199903","804408671.700754","930960759.095366","1145929095.94307","1354810999.9372","1501189552.28173","1670877269.91455","2368756474.31985","2476298666.31732","3208089577","3605786632","4046518042","4150894264.832","4905710229","5289842628","5318907887.62235","5569000870.14399","5693202541.71599","5905777458.35516","5960173735.05265","6363092432.92029","6236262045.48462","6099221447.50827","6298442536.00364","6205081714.52394","6251859330.80052","7019144976.51913","7160768727.49594","7549434754.69685","7975154759.66096","8429256098.28934","8940120104.24627","9337458775.54611","10103754784.4815","10756525458.7598","10813288126.0883","10387568121.1242","",
"Honduras","HND","Adjusted savings: education expenditure (current US$)","NY.ADJ.AEDU.CD","","","","","","","","","","","20311600","20764605.1455","22792569.3589597","25849213.2869597","30008013.947","32182933.665","37914139.5604597","44813998.6","90112262.79","99043177.304","110349641.334","120416241.249","153976133.988","170709219.1284","187397521.916524","208530949.233","251520132.114","279791998.327","248607806.875812","212264072.008","187845427.074173","174669066.92","170023379.277156","173391201.235168","154808119.235","193168857.658","175744415.589369","195867871.10832","218315009.390325","233304660.813147","269660852.302198","299941542.390337","320784475.070785","347984775.370517","387782081.634894","446690793.937558","518836709.020887","619629213.460022","723071390.478759","793409929.710504","866323587.2575","992326225.917604","1052403998.82598","1081003128.4305","1142054866.7559","1228882310.58","1269606161.9439","1365393016.5555","1393809884.6766","1456790514.1482","1395581637.0543","",
"Heavily indebted poor countries (HIPC)","HPC","Adjusted savings: education expenditure (current US$)","NY.ADJ.AEDU.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Croatia","HRV","Adjusted savings: education expenditure (current US$)","NY.ADJ.AEDU.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","790983644.2898","836618056.043","839238940.1913","893599166.5803","808873865.2467","748131917.8662","795433589.3459","928908739.6485","1254742849.9774","1521539633.5659","1668291156.784","1871533470.82974","2259532566.1996","2888807603.3716","2520826077.409","2382235921.7088","2561318486.1282","2385791398.3529","2564121291.00602","2438487530.58424","2041480107.16561","1990059788.84404","2076042761.25232","2298997894.18918","2298002764.4446","2151608549.90308","",
"Haiti","HTI","Adjusted savings: education expenditure (current US$)","NY.ADJ.AEDU.CD","","","","","","","","","","","","","","","","","","","","","16250806.0935","16832049.40836","17320069.62782","18637236.7739826","20698411.11768","23462803.9247872","37973215.829838","39014404.6974008","46771594.5722366","46436269.2422516","44990961.123496","50507978.319945","32817327.3855223","27298525.2050344","31655899.4371483","41233314.2832659","42686350.3563041","48963963.998344","54549028.9883138","60778169.7189125","99456476.4176953","92412819.0453909","88349037.9782894","70342721.6474005","88059034.4844238","104493914.44054","109985281.383754","139221881.441832","153338570.758204","169695033.128369","173667610.282455","190695186.017329","201174027.859267","218283122.630237","222000968.861905","217403010.963998","205151485.805561","220622744.654732","241250236.357589","216843316.378713","212477748.286269","",
"Hungary","HUN","Adjusted savings: education expenditure (current US$)","NY.ADJ.AEDU.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2232982323.531","2392479024.141","2088121956.827","1871108915.802","2034104518.89517","1970925326.7393","2032974119.2963","2075383549.54243","2379630322.424","3130848871.0872","4560913030.83531","5192089367.5773","5586200000","5711600000","6812000000","7488800000","6050000000","5733000000","6034500000","5109480429.15355","5428007067.24439","5924053673.18144","5261997426.91356","5510450831.70875","5931722777.68248","6667775969.07374","6884262201.83587","6581181475.96889","",
"IBRD only","IBD","Adjusted savings: education expenditure (current US$)","NY.ADJ.AEDU.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"IDA & IBRD total","IBT","Adjusted savings: education expenditure (current US$)","NY.ADJ.AEDU.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"IDA total","IDA","Adjusted savings: education expenditure (current US$)","NY.ADJ.AEDU.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"IDA blend","IDB","Adjusted savings: education expenditure (current US$)","NY.ADJ.AEDU.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Indonesia","IDN","Adjusted savings: education expenditure (current US$)","NY.ADJ.AEDU.CD","","","","","","","","","","","144219178.08","146623959.2","169792771.088","242738622.284219","367703856.720259","420526572.293071","504230330.545703","591840734.26736","637374905.345042","605718746.455814","819993880.162433","933271393.322385","941390741.468403","794884223.066018","788121646.751896","754925097.371229","668255010.59391","592139013.404824","615364283.141256","719120909.952","632526034","695152374","764041348","737477856","860000000","1176000000","1326000000","1254000000","1032368778.42129","1724320295.99997","2351729533.99994","2644968171.99999","3625060349.99996","4742251111.99992","5607451954.99999","6743344031.99995","9316852696.99988","11840400000","13333200000","17036700000","18742500000","24824800000","27206000000","26992500000","25874911740.2061","27193516874.7534","29481432957.9659","32128878711.3974","33011360629.2079","35626121867.165","33665050938.6972","",
"IDA only","IDX","Adjusted savings: education expenditure (current US$)","NY.ADJ.AEDU.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Isle of Man","IMN","Adjusted savings: education expenditure (current US$)","NY.ADJ.AEDU.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"India","IND","Adjusted savings: education expenditure (current US$)","NY.ADJ.AEDU.CD","","","","","","","","","","","1530081479.30847","1473118747.848","1705740924.312","2042446592.136","2539604177.45419","2159918521.156","2448000000","3025000000","3425000000","3978000000","4862000000","5044000000","6102117000","6842957639","5697000000","6699000000","7440000000","8033000000","7911000000","9669000000","11095000000","9044000000","9372000000","8800000000","10013000000","11036000000","11281000000","11948000000","15760173352","19519500000","19451982254.4445","19047995644.5185","19003438196.8129","20970305698.3532","22676277700.3618","25478200000","28736400000","37268000000","36652000000","40964000000","51128000000","55748000000","55748000000","56364000000","62216000000","64064000000","69300000000","80696000000","82236000000","87472000000","81312000000","",
"Not classified","INX","Adjusted savings: education expenditure (current US$)","NY.ADJ.AEDU.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Ireland","IRL","Adjusted savings: education expenditure (current US$)","NY.ADJ.AEDU.CD","","","","","","","","","","","188077700.172263","195199340.76","255058631.006","299449457.858","324987193.869","501556673.610372","363913484.275","509063981.316","638102857.147","851969084.484","1030715856.952","1056198104.964","1047761010.5","1041501928.168","1005721647.579","1051367272.444","1430219266.646","1789380505.64","1863092244.739","1840284819.723","2200540961.328","2370627201.147","2731834045.27","2620640848.914","2920856042.39","3287883838.408","3553741179.447","4237785516.12145","3601985856.81538","3742209851.9036","3712137114.9696","3929051235.0702","4729400000","6475200000","8183000000","8838900000","9764300000","11533500000","13509000000","13336900000","12369000000","12939800000","12266800000","11973162401.3393","11847745670.7411","10184711528.0081","10360543414.3183","11136529160.0122","12476261991.2919","12978661803.0217","13564794916.7066","",
"Iran, Islamic Rep.","IRN","Adjusted savings: education expenditure (current US$)","NY.ADJ.AEDU.CD","","","","","","","","","","","694026743.953839","343278020.41","398925483.312","687533006.056","1059049332.611","1294967741.6","4457468407.11952","4145943801.844","5068171400.82719","6015382720.93004","6281310246.71363","6565000000","6552000000","5966000000","5705000000","5760000000","6897000000","5494000000","4305000000","4560000000","4375000000","","","2422962924.588","2860620122","3453422370.984","3840000000","3192000000","4570668960","4696800000","4411000000","5080000000","5830800000","6791400000","8626000000","10192600000","12688200000","15724800000","15980400000","16806400000","20015700000","21296264907.3601","19422027845.5699","14630800000","12412400000","10317963501.8916","13490836245.951","16149374948.9114","11061560877.8844","9641495630.04792","7586138034.49507","",
"Iraq","IRQ","Adjusted savings: education expenditure (current US$)","NY.ADJ.AEDU.CD","","","","","","","","","","","","","","","","","","","","","1191278000","948644666.658","1838436000","1707611612.916","1907667096.762","1752903225.804","1621114838.712","2234539677.422","2235730967.73","2923760000","8188000000","18471187.3184","25185851.851","47467398.39","183602111.27","592960782.248","479770852.716","942690266.084","935742145.3","1666829220.594","2210731892.436","1652251227.378","1488738945.934","1009507359.13","1687295188.694","2089673756.238","2833354141.546","3945428673.53","6210000000","5290000000","6440000000","8556000000","10074000000","10764000000","10442000000","7590000000","7590000000","8556000000","10396000000","10764000000","7590000000","",
