country_name,country_code,p_2001,p_2002,p_2003,p_2004,p_2005,p_2006,p_2007,p_2008,p_2009,p_2010,p_2011,p_2012,p_2013,p_2014,p_2015,p_2016,p_2017,p_2018,p_2019,income_group
Brunei Darussalam,BRN,340037.0,346777.0,353295.0,359434.0,365112.0,370262.0,374967.0,379418.0,383902.0,388634.0,393687.0,398997.0,404414.0,409778.0,414914.0,419791.0,424481.0,428960.0,433296.0,High income
Bhutan,BTN,603643.0,616025.0,627840.0,638809.0,648744.0,657404.0,664873.0,671611.0,678329.0,685502.0,693297.0,701582.0,710235.0,719053.0,727885.0,736706.0,745563.0,754396.0,763094.0,Low income
Botswana,BWA,1674674.0,1704637.0,1734387.0,1765533.0,1799077.0,1835911.0,1875458.0,1915636.0,1953495.0,1987106.0,2015406.0,2039551.0,2062551.0,2088619.0,2120716.0,2159925.0,2205076.0,2254067.0,2303703.0,High income
Central African Republic,CAF,3722016.0,3802129.0,3881185.0,3959883.0,4038380.0,4118075.0,4198004.0,4273368.0,4337623.0,4386765.0,4418639.0,4436411.0,4447945.0,4464171.0,4493171.0,4537683.0,4596023.0,4666375.0,4745179.0,Low income
Canada,CAN,31020902.0,31360079.0,31644028.0,31940655.0,32243753.0,32571174.0,32889025.0,33247118.0,33628895.0,34004889.0,34339328.0,34714222.0,35082954.0,35437435.0,35702908.0,36109487.0,36545236.0,37065084.0,37601230.0,High income
Switzerland,CHE,7229854.0,7284753.0,7339001.0,7389625.0,7437115.0,7483934.0,7551117.0,7647675.0,7743831.0,7824909.0,7912398.0,7996861.0,8089346.0,8188649.0,8282396.0,8373338.0,8451840.0,8514329.0,8575280.0,High income
Chile,CHL,15516112.0,15684413.0,15849649.0,16014972.0,16182713.0,16354507.0,16530201.0,16708255.0,16886184.0,17062531.0,17233584.0,17400359.0,17571511.0,17758969.0,17969356.0,18209072.0,18470435.0,18729166.0,18952035.0,High income
China,CHN,1271850000.0,1280400000.0,1288400000.0,1296075000.0,1303720000.0,1311020000.0,1317885000.0,1324655000.0,1331260000.0,1337705000.0,1345035000.0,1354190000.0,1363240000.0,1371860000.0,1379860000.0,1387790000.0,1396215000.0,1402760000.0,1407745000.0,High income
Côte d'Ivoire,CIV,16853027.0,17231539.0,17599613.0,17970493.0,18354513.0,18754914.0,19171250.0,19605568.0,20059147.0,20532944.0,21028652.0,21547188.0,22087506.0,22647672.0,23226148.0,23822726.0,24437475.0,25069226.0,25716554.0,Low income
Cameroon,CMR,15928910.0,16357605.0,16800869.0,17259322.0,17733408.0,18223677.0,18730283.0,19252674.0,19789922.0,20341236.0,20906392.0,21485267.0,22077300.0,22681853.0,23298376.0,23926549.0,24566070.0,25216261.0,25876387.0,Low income
"Congo, the Democratic Republic of the",COD,48428534.0,49871670.0,51425583.0,53068869.0,54785894.0,56578046.0,58453687.0,60411195.0,62448572.0,64563853.0,66755151.0,69020749.0,71358804.0,73767445.0,76244532.0,78789130.0,81398765.0,84068092.0,86790568.0,Low income
Congo,COG,3217930.0,3310376.0,3406915.0,3510468.0,3622775.0,3745143.0,3876123.0,4011487.0,4145400.0,4273738.0,4394842.0,4510197.0,4622757.0,4736965.0,4856093.0,4980996.0,5110701.0,5244363.0,5380504.0,Low income
Colombia,COL,40255956.0,40875363.0,41483872.0,42075953.0,42647731.0,43200901.0,43737512.0,44254972.0,44750054.0,45222699.0,45662747.0,46075721.0,46495492.0,46967706.0,47520667.0,48175048.0,48909844.0,49661056.0,50339443.0,High income
Comoros,COM,555895.0,569480.0,583213.0,597230.0,611625.0,626427.0,641624.0,657227.0,673251.0,689696.0,706578.0,723865.0,741511.0,759390.0,777435.0,795597.0,813890.0,832322.0,850891.0,Low income
Cape Verde,CPV,435701.0,442955.0,449925.0,456619.0,463034.0,469171.0,475067.0,480846.0,486667.0,492644.0,498858.0,505241.0,511740.0,518276.0,524740.0,531140.0,537499.0,543764.0,549936.0,Low income
Costa Rica,CRI,4034074.0,4100922.0,4164053.0,4225156.0,4285504.0,4345421.0,4404626.0,4463123.0,4520739.0,4577371.0,4633086.0,4688003.0,4742111.0,4795390.0,4847805.0,4899336.0,4949955.0,4999443.0,5047561.0,High income
Cuba,CUB,11164676.0,11199664.0,11229185.0,11250369.0,11261586.0,11261241.0,11251117.0,11236975.0,11226711.0,11225833.0,11236671.0,11257112.0,11282722.0,11306909.0,11324777.0,11335108.0,11339255.0,11338146.0,11333484.0,High income
Cayman Islands,CYM,43934.0,45347.0,46624.0,47899.0,49261.0,50729.0,52280.0,53835.0,55321.0,56672.0,57877.0,58963.0,59933.0,60848.0,61721.0,62564.0,63382.0,64172.0,64948.0,High income
Cyprus,CYP,960274.0,976968.0,993562.0,1010410.0,1027657.0,1045508.0,1063708.0,1081568.0,1098089.0,1112617.0,1124837.0,1135046.0,1143866.0,1152297.0,1160987.0,1170189.0,1179685.0,1189262.0,1198574.0,High income
Czech Republic,CZE,10216605.0,10196916.0,10193998.0,10197101.0,10211216.0,10238905.0,10298828.0,10384603.0,10443936.0,10474410.0,10496088.0,10510785.0,10514272.0,10525347.0,10546059.0,10566332.0,10594438.0,10629928.0,10671870.0,High income
Germany,DEU,82349925.0,82488495.0,82534176.0,82516260.0,82469422.0,82376451.0,82266372.0,82110097.0,81902307.0,81776930.0,80274983.0,80425823.0,80645605.0,80982500.0,81686611.0,82348669.0,82657002.0,82905782.0,83092962.0,High income
Djibouti,DJI,733019.0,746947.0,759639.0,771599.0,783248.0,794554.0,805456.0,816361.0,827820.0,840194.0,853671.0,868136.0,883296.0,898707.0,913998.0,929117.0,944100.0,958923.0,973557.0,Low income
Dominica,DMA,69671.0,69840.0,70102.0,70387.0,70580.0,70718.0,70797.0,70829.0,70848.0,70877.0,70912.0,70954.0,71019.0,71091.0,71175.0,71307.0,71460.0,71626.0,71808.0,High income
Denmark,DNK,5358783.0,5375931.0,5390574.0,5404523.0,5419432.0,5437272.0,5461438.0,5493621.0,5523095.0,5547683.0,5570572.0,5591572.0,5614932.0,5643475.0,5683483.0,5728010.0,5764980.0,5793636.0,5814422.0,High income
Dominican Republic,DOM,8598599.0,8724974.0,8850317.0,8974444.0,9097262.0,9218681.0,9338856.0,9458079.0,9576736.0,9695117.0,9813219.0,9930916.0,10048226.0,10165182.0,10281675.0,10397738.0,10513111.0,10627147.0,10738957.0,High income
Algeria,DZA,31451513.0,31855110.0,32264159.0,32692153.0,33149720.0,33641007.0,34166976.0,34730604.0,35333882.0,35977451.0,36661438.0,37383899.0,38140135.0,38923688.0,39728020.0,40551398.0,41389174.0,42228415.0,43053054.0,Low income
Ecuador,ECU,12914660.0,13143465.0,13369678.0,13596390.0,13825839.0,14059379.0,14296554.0,14535740.0,14774412.0,15011114.0,15243885.0,15474099.0,15707473.0,15951832.0,16212022.0,16491116.0,16785356.0,17084359.0,17373657.0,High income
Egypt,EGY,70152662.0,71485044.0,72826102.0,74172073.0,75523576.0,76873670.0,78232124.0,79636081.0,81134789.0,82761244.0,84529251.0,86422240.0,88404652.0,90424668.0,92442549.0,94447071.0,96442590.0,98423602.0,100388076.0,Low income
Spain,ESP,40850412.0,41431558.0,42187645.0,42921895.0,43653155.0,44397319.0,45226803.0,45954106.0,46362946.0,46576897.0,46742697.0,46773055.0,46620045.0,46480882.0,46444832.0,46484062.0,46593236.0,46797754.0,47134837.0,High income
Estonia,EST,1388115.0,1379350.0,1370720.0,1362550.0,1354775.0,1346810.0,1340680.0,1337090.0,1334515.0,1331475.0,1327439.0,1322696.0,1317997.0,1314545.0,1315407.0,1315790.0,1317384.0,1321977.0,1326855.0,High income
Ethiopia,ETH,68159422.0,70142090.0,72170581.0,74239508.0,76346310.0,78489205.0,80674343.0,82916236.0,85233923.0,87639962.0,90139928.0,92726982.0,95385793.0,98094264.0,100835453.0,103603461.0,106399926.0,109224410.0,112078727.0,Low income
Finland,FIN,5188008.0,5200598.0,5213014.0,5228172.0,5246096.0,5266268.0,5288720.0,5313399.0,5338871.0,5363352.0,5388272.0,5413971.0,5438972.0,5461512.0,5479531.0,5495303.0,5508214.0,5515525.0,5521606.0,High income
Fiji,FJI,813923.0,815257.0,816078.0,817864.0,821606.0,827869.0,836185.0,845356.0,853636.0,859816.0,863451.0,865065.0,865602.0,866447.0,868632.0,872406.0,877460.0,883490.0,889955.0,High income
France,FRA,61357432.0,61805266.0,62244880.0,62704901.0,63179356.0,63621376.0,64016227.0,64374979.0,64707035.0,65027505.0,65342789.0,65659814.0,65998685.0,66312067.0,66548272.0,66724104.0,66918020.0,67101930.0,67248926.0,High income
Faroe Islands,FRO,46999.0,47235.0,47439.0,47600.0,47731.0,47793.0,47825.0,47822.0,47814.0,47803.0,47815.0,47843.0,47901.0,47965.0,48055.0,48173.0,48326.0,48497.0,48677.0,High income
"Micronesia, Federated States of",FSM,107170.0,107027.0,106902.0,106624.0,106135.0,105374.0,104442.0,103549.0,102971.0,102916.0,103448.0,104506.0,105922.0,107444.0,108886.0,110215.0,111461.0,112640.0,113811.0,Low income
Gabon,GAB,1258008.0,1288310.0,1319946.0,1353788.0,1390550.0,1430144.0,1472565.0,1518538.0,1568925.0,1624146.0,1684629.0,1749677.0,1817070.0,1883801.0,1947690.0,2007882.0,2064812.0,2119275.0,2172578.0,High income
United Kingdom,GBR,59119673.0,59370479.0,59647577.0,59987905.0,60401206.0,60846820.0,61322463.0,61806995.0,62276270.0,62766365.0,63258810.0,63700215.0,64128273.0,64602298.0,65116219.0,65611593.0,66058859.0,66460344.0,66836327.0,High income
Georgia,GEO,4014373.0,3978515.0,3951736.0,3927340.0,3902469.0,3880347.0,3860158.0,3848449.0,3814419.0,3786695.0,3756441.0,3728874.0,3717668.0,3719414.0,3725276.0,3727505.0,3728004.0,3726549.0,3720161.0,High income
Ghana,GHA,19756929.0,20246376.0,20750308.0,21272328.0,21814648.0,22379057.0,22963946.0,23563832.0,24170943.0,24779614.0,25387713.0,25996454.0,26607641.0,27224480.0,27849203.0,28481947.0,29121464.0,29767108.0,30417858.0,Low income
Gibraltar,GIB,31604.0,32097.0,32556.0,32930.0,33222.0,33420.0,33524.0,33570.0,33562.0,33585.0,33608.0,33653.0,33694.0,33726.0,33742.0,33738.0,33723.0,33715.0,33706.0,High income
Guinea,GIN,8417082.0,8586077.0,8753097.0,8925729.0,9109585.0,9307421.0,9518159.0,9738796.0,9964470.0,10192168.0,10420459.0,10652032.0,10892821.0,11150970.0,11432096.0,11738434.0,12067516.0,12414292.0,12771246.0,Low income
Gambia,GMB,1360070.0,1404263.0,1449925.0,1496524.0,1543745.0,1591444.0,1639846.0,1689288.0,1740277.0,1793199.0,1848142.0,1905020.0,1963708.0,2024037.0,2085860.0,2149134.0,2213900.0,2280092.0,2347696.0,Low income
Guinea-Bissau,GNB,1227105.0,1254454.0,1283297.0,1313492.0,1344931.0,1377582.0,1411545.0,1446936.0,1483920.0,1522603.0,1562996.0,1604981.0,1648259.0,1692433.0,1737207.0,1782434.0,1828146.0,1874304.0,1920917.0,Low income
Equatorial Guinea,GNQ,631662.0,658388.0,686670.0,716949.0,749527.0,784494.0,821686.0,860839.0,901589.0,943640.0,986861.0,1031191.0,1076412.0,1122273.0,1168575.0,1215181.0,1262008.0,1308966.0,1355982.0,High income
Greece,GRC,10862132.0,10902022.0,10928070.0,10955141.0,10987314.0,11020362.0,11048473.0,11077841.0,11107017.0,11121341.0,11104899.0,11045011.0,10965211.0,10892413.0,10820883.0,10775971.0,10754679.0,10732882.0,10721582.0,High income
Grenada,GRD,103242.0,103636.0,104003.0,104346.0,104658.0,104938.0,105183.0,105457.0,105787.0,106227.0,106786.0,107452.0,108172.0,108900.0,109603.0,110263.0,110874.0,111449.0,112002.0,High income
Greenland,GRL,56350.0,56609.0,56765.0,56911.0,56935.0,56774.0,56555.0,56328.0,56323.0,56905.0,56890.0,56810.0,56483.0,56295.0,56114.0,56186.0,56171.0,56023.0,56225.0,High income
Guatemala,GTM,11871565.0,12147518.0,12415334.0,12682108.0,12948292.0,13213330.0,13477017.0,13739299.0,14000190.0,14259687.0,14521515.0,14781942.0,15043981.0,15306316.0,15567419.0,15827690.0,16087418.0,16346950.0,16604026.0,High income
Guam,GUM,156395.0,157173.0,157723.0,158094.0,158406.0,158649.0,158848.0,159037.0,159232.0,159439.0,159690.0,159990.0,160415.0,161007.0,161851.0,162948.0,164281.0,165770.0,167295.0,High income
Guyana,GUY,745206.0,744789.0,745142.0,745737.0,746156.0,746335.0,746477.0,746815.0,747718.0,749430.0,752029.0,755388.0,759281.0,763371.0,767433.0,771363.0,775218.0,779007.0,782775.0,High income
Hong Kong,HKG,6714300.0,6744100.0,6730800.0,6783500.0,6813200.0,6857100.0,6916300.0,6957800.0,6972800.0,7024200.0,7071600.0,7150100.0,7178900.0,7229500.0,7291300.0,7336600.0,7393200.0,7452600.0,7507900.0,High income
Honduras,HND,6751912.0,6929267.0,7106323.0,7282953.0,7458982.0,7634295.0,7808520.0,7980955.0,8150780.0,8317467.0,8480670.0,8640692.0,8798524.0,8955579.0,9112904.0,9270794.0,9429016.0,9587523.0,9746115.0,Low income
Croatia,HRV,4299642.0,4302174.0,4303399.0,4304600.0,4310145.0,4311159.0,4310217.0,4309705.0,4305181.0,4295427.0,4280622.0,4267558.0,4255689.0,4238389.0,4203604.0,4174349.0,4124531.0,4087843.0,4065253.0,High income
Haiti,HTI,8608810.0,8754148.0,8900108.0,9047082.0,9195289.0,9344784.0,9495336.0,9646570.0,9798046.0,9949318.0,10100320.0,10250922.0,10400672.0,10549007.0,10695540.0,10839976.0,10982367.0,11123183.0,11263079.0,Low income
Hungary,HUN,10187576.0,10158608.0,10129552.0,10107146.0,10087065.0,10071370.0,10055780.0,10038188.0,10022650.0,10000023.0,9971727.0,9920362.0,9893082.0,9866468.0,9843028.0,9814023.0,9787966.0,9775564.0,9771141.0,High income
Indonesia,IDN,214427419.0,217357790.0,220309473.0,223285666.0,226289468.0,229318262.0,232374239.0,235469755.0,238620554.0,241834226.0,245115988.0,248451714.0,251805314.0,255128076.0,258383257.0,261556386.0,264650969.0,267670549.0,270625567.0,Low income
Isle of Man,IMN,77707.0,78318.0,78878.0,79515.0,80293.0,81283.0,82406.0,83515.0,84379.0,84856.0,84889.0,84534.0,83985.0,83488.0,83232.0,83296.0,83610.0,84073.0,84589.0,High income
India,IND,1075000094.0,1093317187.0,1111523146.0,1129623466.0,1147609924.0,1165486291.0,1183209471.0,1200669762.0,1217726217.0,1234281163.0,1250287939.0,1265780243.0,1280842119.0,1295600768.0,1310152392.0,1324517250.0,1338676779.0,1352642283.0,1366417756.0,Low income
Ireland,IRL,3866243.0,3931947.0,3996521.0,4070262.0,4159914.0,4273591.0,4398942.0,4489544.0,4535375.0,4560155.0,4580084.0,4599533.0,4623816.0,4657740.0,4701957.0,4755335.0,4807388.0,4867316.0,4934340.0,High income
"Iran, Islamic Republic of",IRN,66449111.0,67284801.0,68122947.0,68951279.0,69762345.0,70554756.0,71336476.0,72120608.0,72924833.0,73762519.0,74634959.0,75539881.0,76481963.0,77465769.0,78492208.0,79563991.0,80673888.0,81800204.0,82913893.0,Low income
Iraq,IRQ,24208178.0,24931922.0,25644503.0,26313838.0,26922279.0,27448124.0,27911242.0,28385739.0,28973157.0,29741977.0,30725305.0,31890012.0,33157061.0,34411949.0,35572269.0,36610632.0,37552789.0,38433604.0,39309789.0,High income
Iceland,ISL,284968.0,287523.0,289521.0,292074.0,296734.0,303782.0,311566.0,317414.0,318499.0,318041.0,319014.0,320716.0,323764.0,327386.0,330815.0,335439.0,343400.0,352721.0,360563.0,High income
Israel,ISR,6439000.0,6570000.0,6689700.0,6809000.0,6930100.0,7053700.0,7180100.0,7308800.0,7485600.0,7623600.0,7765800.0,7910500.0,8059500.0,8215700.0,8380100.0,8546000.0,8713300.0,8882800.0,9054000.0,High income
Italy,ITA,56974100.0,57059007.0,57313203.0,57685327.0,57969484.0,58143979.0,58438310.0,58826731.0,59095365.0,59277417.0,59379449.0,59539717.0,60233948.0,60789140.0,60730582.0,60627498.0,60536709.0,60421760.0,59729081.0,High income
Jamaica,JAM,2674706.0,2692843.0,2709438.0,2725017.0,2740000.0,2754414.0,2768229.0,2781869.0,2795839.0,2810464.0,2825932.0,2842128.0,2858710.0,2875137.0,2891024.0,2906242.0,2920848.0,2934853.0,2948277.0,High income
Jordan,JOR,5217328.0,5317514.0,5434036.0,5580241.0,5765639.0,5991547.0,6255290.0,6556473.0,6893258.0,7261541.0,7662858.0,8089963.0,8518992.0,8918822.0,9266573.0,9554286.0,9785840.0,9965322.0,10101697.0,High income
Japan,JPN,127149000.0,127445000.0,127718000.0,127761000.0,127773000.0,127854000.0,128001000.0,128063000.0,128047000.0,128070000.0,127833000.0,127629000.0,127445000.0,127276000.0,127141000.0,127076000.0,126972000.0,126811000.0,126633000.0,High income
Kazakhstan,KAZ,14858335.0,14858948.0,14909019.0,15012984.0,15147029.0,15308085.0,15484192.0,15776938.0,16092822.0,16321872.0,16557202.0,16792090.0,17035551.0,17288285.0,17542806.0,17794055.0,18037776.0,18276452.0,18513673.0,High income
Kenya,KEN,32848569.0,33751746.0,34678781.0,35635267.0,36624897.0,37649039.0,38705934.0,39791984.0,40901798.0,42030684.0,43178270.0,44343469.0,45519986.0,46700063.0,47878339.0,49051531.0,50221146.0,51392570.0,52573967.0,Low income
Kyrgyzstan,KGZ,4945100.0,4990700.0,5043300.0,5104700.0,5162600.0,5218400.0,5268400.0,5318700.0,5383300.0,5447900.0,5514600.0,5607200.0,5719600.0,5835500.0,5956900.0,6079500.0,6198200.0,6322800.0,6456200.0,Low income
Cambodia,KHM,12405411.0,12637719.0,12856171.0,13066475.0,13273355.0,13477705.0,13679953.0,13883835.0,14093605.0,14312205.0,14541421.0,14780454.0,15026330.0,15274506.0,15521435.0,15766290.0,16009413.0,16249795.0,16486542.0,Low income
Kiribati,KIR,85844.0,87308.0,88840.0,90498.0,92319.0,94341.0,96531.0,98760.0,100928.0,102930.0,104735.0,106359.0,107887.0,109387.0,110927.0,112529.0,114153.0,115842.0,117608.0,Low income
Saint Kitts and Nevis,KNA,44602.0,45168.0,45749.0,46323.0,46852.0,47333.0,47769.0,48178.0,48599.0,49011.0,49442.0,49881.0,50328.0,50776.0,51204.0,51629.0,52036.0,52438.0,52834.0,High income
"Korea, Republic of",KOR,47370164.0,47644736.0,47892330.0,48082519.0,48184561.0,48438292.0,48683638.0,49054708.0,49307835.0,49554112.0,49936638.0,50199853.0,50428893.0,50746659.0,51014947.0,51217803.0,51361911.0,51585058.0,51764822.0,High income
Kuwait,KWT,2103273.0,2136991.0,2161626.0,2200498.0,2270196.0,2373661.0,2504026.0,2656010.0,2821041.0,2991884.0,3168054.0,3348852.0,3526382.0,3690939.0,3835588.0,3956862.0,4056102.0,4137314.0,4207077.0,High income
Lao People's Democratic Republic,LAO,5409584.0,5493247.0,5576640.0,5662199.0,5751675.0,5846075.0,5944950.0,6046630.0,6148621.0,6249168.0,6347564.0,6444527.0,6541302.0,6639763.0,6741160.0,6845848.0,6953031.0,7061498.0,7169456.0,Low income
Lebanon,LBN,3990999.0,4182205.0,4388378.0,4569377.0,4698761.0,4759760.0,4767347.0,4764745.0,4813026.0,4953064.0,5202022.0,5537620.0,5913016.0,6261046.0,6532681.0,6714281.0,6819373.0,6859408.0,6855709.0,Low income
Liberia,LBR,2953928.0,3024727.0,3077055.0,3135654.0,3218114.0,3329211.0,3461911.0,3607863.0,3754129.0,3891357.0,4017446.0,4135662.0,4248337.0,4359508.0,4472229.0,4586788.0,4702224.0,4818976.0,4937374.0,Low income
Libyan Arab Jamahiriya,LBY,5443249.0,5531097.0,5620545.0,5710163.0,5798615.0,5886874.0,5974786.0,6058740.0,6133987.0,6197667.0,6247438.0,6285751.0,6320350.0,6362039.0,6418315.0,6492160.0,6580723.0,6678565.0,6777453.0,High income
Saint Lucia,LCA,158184.0,159392.0,160530.0,161821.0,163408.0,165378.0,167644.0,170011.0,172223.0,174092.0,175538.0,176654.0,177505.0,178307.0,179131.0,180028.0,180955.0,181890.0,182795.0,High income
Liechtenstein,LIE,33543.0,33885.0,34172.0,34444.0,34718.0,34975.0,35217.0,35469.0,35723.0,35996.0,36299.0,36615.0,36940.0,37219.0,37465.0,37655.0,37805.0,37918.0,38020.0,High income
Sri Lanka,LKA,18911727.0,19062476.0,19224036.0,19387153.0,19544988.0,19695977.0,19842044.0,19983984.0,20123508.0,20261738.0,20398496.0,20425000.0,20585000.0,20778000.0,20970000.0,21203000.0,21444000.0,21670000.0,21803000.0,Low income
Lesotho,LSO,2035738.0,2029832.0,2018355.0,2005953.0,1996115.0,1989933.0,1986926.0,1987130.0,1990135.0,1995575.0,2003793.0,2014988.0,2028528.0,2043448.0,2059011.0,2075041.0,2091532.0,2108327.0,2125267.0,Low income
Lithuania,LTU,3470818.0,3443067.0,3415213.0,3377075.0,3322528.0,3269909.0,3231294.0,3198231.0,3162916.0,3097282.0,3028115.0,2987773.0,2957689.0,2932367.0,2904910.0,2868231.0,2828403.0,2801543.0,2794137.0,High income
Luxembourg,LUX,441525.0,446175.0,451630.0,458095.0,465158.0,472637.0,479993.0,488650.0,497783.0,506953.0,518347.0,530946.0,543360.0,556319.0,569604.0,582014.0,596336.0,607950.0,620001.0,High income
Latvia,LVA,2337170.0,2310173.0,2287955.0,2263122.0,2238799.0,2218357.0,2200325.0,2177322.0,2141669.0,2097555.0,2059709.0,2034319.0,2012647.0,1993782.0,1977527.0,1959537.0,1942248.0,1927174.0,1913822.0,High income
Macao,MAC,437928.0,448813.0,460157.0,471600.0,482863.0,493804.0,504504.0,515232.0,526401.0,538215.0,550833.0,564037.0,577368.0,590210.0,602093.0,612824.0,622578.0,631633.0,640446.0,High income
Saint Martin (French part),MAF,29847.0,30913.0,32055.0,33187.0,34252.0,35240.0,36138.0,36880.0,37380.0,37582.0,37451.0,37012.0,36458.0,36018.0,35865.0,36061.0,36569.0,37264.0,38002.0,High income
Morocco,MAR,29126323.0,29454765.0,29782884.0,30115196.0,30455563.0,30804689.0,31163670.0,31536807.0,31929087.0,32343384.0,32781860.0,33241898.0,33715705.0,34192358.0,34663608.0,35126274.0,35581257.0,36029089.0,36471766.0,Low income
Monaco,MCO,32474.0,32804.0,33144.0,33499.0,33842.0,34189.0,34524.0,34860.0,35223.0,35609.0,36025.0,36459.0,36899.0,37320.0,37723.0,38070.0,38392.0,38682.0,38967.0,High income
"Moldova, Republic of",MDA,2917252.0,2910504.0,2902320.0,2895147.0,2888111.0,2880095.0,2873429.0,2867964.0,2864346.0,2861487.0,2859833.0,2859458.0,2858692.0,2856950.0,2834530.0,2802170.0,2755158.0,2708214.0,2664974.0,High income
Madagascar,MDG,16260933.0,16765122.0,17279139.0,17802992.0,18336722.0,18880265.0,19433520.0,19996476.0,20569115.0,21151640.0,21743970.0,22346641.0,22961259.0,23589897.0,24234080.0,24894370.0,25570511.0,26262313.0,26969306.0,Low income
Maldives,MDV,286309.0,294185.0,302681.0,311265.0,319604.0,327489.0,335172.0,343448.0,353391.0,365730.0,380493.0,397231.0,415592.0,435018.0,454914.0,475505.0,496398.0,515704.0,530957.0,High income
Mexico,MEX,100298152.0,101684764.0,103081020.0,104514934.0,106005199.0,107560155.0,109170503.0,110815272.0,112463886.0,114092961.0,115695468.0,117274156.0,118827158.0,120355137.0,121858251.0,123333379.0,124777326.0,126190782.0,127575529.0,High income
Marshall Islands,MHL,51411.0,52368.0,53465.0,54476.0,55257.0,55765.0,56046.0,56166.0,56255.0,56361.0,56524.0,56712.0,56933.0,57183.0,57444.0,57723.0,58053.0,58412.0,58791.0,High income
"Macedonia, the former Yugoslav Republic of",MKD,2034882.0,2020157.0,2026773.0,2032544.0,2036855.0,2040228.0,2043559.0,2046898.0,2050671.0,2055004.0,2058539.0,2061044.0,2064032.0,2067471.0,2070226.0,2072490.0,2074502.0,2076217.0,2076694.0,High income
Mali,MLI,11271603.0,11616890.0,11982692.0,12369078.0,12775509.0,13203378.0,13651455.0,14113578.0,14581427.0,15049352.0,15514593.0,15979492.0,16449854.0,16934213.0,17438772.0,17965448.0,18512429.0,19077755.0,19658023.0,Low income
Malta,MLT,393028.0,395969.0,398582.0,401268.0,403834.0,405308.0,406724.0,409379.0,412477.0,414508.0,416268.0,420028.0,425967.0,434558.0,445053.0,455356.0,467999.0,484630.0,504062.0,High income
Myanmar,MMR,47225119.0,47702163.0,48148907.0,48564489.0,48949931.0,49301049.0,49621479.0,49929642.0,50250366.0,50600827.0,50990612.0,51413703.0,51852464.0,52280816.0,52680724.0,53045199.0,53382521.0,53708318.0,54045422.0,Low income
Montenegro,MNE,607389.0,609828.0,612267.0,613353.0,614261.0,615025.0,615875.0,616969.0,618294.0,619428.0,620079.0,620601.0,621207.0,621810.0,622159.0,622303.0,622373.0,622227.0,622028.0,High income
Mongolia,MNG,2419594.0,2443261.0,2468765.0,2496394.0,2526429.0,2558854.0,2593819.0,2631899.0,2673794.0,2719902.0,2770357.0,2824698.0,2881783.0,2940111.0,2998433.0,3056358.0,3113788.0,3170214.0,3225166.0,Low income
Northern Mariana Islands,MNP,58319.0,58412.0,57954.0,57240.0,56547.0,55886.0,55215.0,54621.0,54194.0,53971.0,54013.0,54306.0,54786.0,55301.0,55779.0,56187.0,56553.0,56889.0,57213.0,High income
Mozambique,MOZ,18221884.0,18764147.0,19331097.0,19910549.0,20493927.0,21080108.0,21673319.0,22276596.0,22894718.0,23531567.0,24187500.0,24862673.0,25560752.0,26286192.0,27042001.0,27829930.0,28649007.0,29496009.0,30366043.0,Low income
